id	value
9042	notable:dialogue
9043	magical aging/immortality
9044	rock concert footage
9045	strong romantic subplot
9046	the beatles (not)
9047	setting:circus performance
9048	technique:puppetry
9049	setting:philadelphia
9050	setting:new orleans
9051	remadeas:charlie and the chocolate(2005)
9053	motherdaughter relationships
9054	cameo:bruce willis
9056	remakeof:willy wonka(1971)
9057	author:c s lewis
9058	topic:author
9059	time loop
9060	sport:curling
9061	topic:television game show
9062	hacker
9064	red curtain trilogy
9065	chandleresque
9066	author:jules verne
9068	set:mechanical gearworks
9069	prequelto:evan almighty
9070	psychiatrist as protagonist
9072	setting:amazon (pathetically unrealistic)
9073	adapted from:operetta
9074	author:mark twain
9075	remakeof:rear window (1954)
9076	setting:cornwall township (uk)
9077	psychiatrist as character
9078	mutiny
9079	notable:motorcycle
9081	sport:baseball
9082	topic:jane austen
9083	mentor/trainer
9084	computer cracker
9085	7n up (series)
9086	alternate endings
9087	cameo:tom hanks
9088	related:007 (series)
9089	topic:hugo chavez
9090	seealso:lost in translation
9091	author:tom clancy
9093	topic:communication design
9094	bechdel test:pass
9095	subgenre:road trip
9096	remakeof:the longest yard (1974)
9097	setting:monastery
9098	lawyer as protagonist
9101	music:rock and roll (1960s)
9102	lousy camerawork/cinematography
9103	setting:times square (nyc)
9104	sewer/tunnel chase
9105	author:j swift
9106	cameofest
9107	scene:rendezvous in flower market
9109	villain:penguin
9110	remakeof:101 dalmations (1961)
9111	related:big
9112	small cast
9113	topic:drug addiction
9114	plot:sex complicates romance
9115	privacy
9116	setting:hoover dam
9118	remakeof:thunderball (1965)
9119	author:khaled hosseini
9120	paired with:devils backbone
9123	author:eugene oneill
9124	remadeas:101 dalmations (1996)
9125	topic:evangelism
9126	plot:romance during porno shoot
9127	topic:theatre
9129	setting:north africa
9130	subgenre:fable
9131	fbi pursuit
9132	cameo:roman polanski
9133	fugitive
9134	movie within a movie
9135	disambiguation:crash (1996/2004)
9136	clash of cultures
9137	author:e zola
9140	author:robert ludlum
9141	bedroom farce
9142	nature of insanity
9143	subgenre:slapstick (mild)
9144	men disguised as women
9145	topic:religion
9146	courtroom setting
9147	prequel to:the two jakes
9148	sibling relationships
9149	setting:wwii
9150	teacher as protagonist (incidental)
9151	twins/interrelated lives
9152	cool videogame (scene)
9153	bloodthirsty us president
9154	sport:car racing (formula 1)
9155	animal:leopard
9156	cyberintimidation
9157	see also:peter pan
9158	airships
9159	setting:london (uk)
9160	fat jokes
9162	setting:africa
9163	filmed at:univ of toronto
9164	topic:hollywood industry
9165	pirates (minor)
9167	playwright:andrew lloyd webber
9168	edgar allan poe
9169	setting:jungle
9171	based on:radio programme
9172	subgenre:zombie
9173	competition:dance marathon
9176	animal:snake (scene)
9177	cameo:green day
9178	dance off (scene)
9179	german expressionism
9180	wizardofoz
9181	author:thackeray
9182	setting:library
9183	drug company
9184	remakeof:the shaggy dog(1959)
9185	weather reporter as protagonist
9186	author:v hugo
9187	fbi pursuit/case
9188	athletic apex
9189	topic:deafness
9190	sport:arm wrestling
9192	setting:central park (nyc)
9194	writer as protagonist
9195	disc jockey (scene)
9196	antigovernment paranoia
9200	mentally impared character
9201	disambiguation:ten
9202	corruption of youth
9203	nuns (scene)
9204	topic:typography
9205	see also:the graduate
9206	author:milan kundera
9207	oscar:screenplay
9208	author:robert louis stevenson
9209	subgenre:family dynamics
9210	competition:paraolympics
9211	no love story
9212	related:rio bravo
9213	anxiety disorder
9214	oscar:cinematography
9215	improvised/actordeveloped script
9217	playwright:sondheim
9218	sport:ice hockey
9219	central event:wedding preparation
9220	bogart & hepburn
9221	tag:needless gratuitous redundancy tag
9222	setting:baltimore
9223	related:only angels have wings
9224	author:candace bushnell
9225	protagonist is stage performer
9226	similar:final fantasy
9227	setting:playboy mansion (scene)
9228	sequel to:chinatown
9229	major scientific flaw
9230	genre:romantic comedy
9231	stereotype:gay
9232	author:george orwell [eric blair]
9233	seealso:hook (1991)
9234	adaptedinto:television series
9235	series:pooh
9236	adapted from tv show
9237	cameo:david bowie
9238	character:hawkeye
9239	nuns(scene)
9240	dvd:alternate endings
9241	reference:cyclops
9242	setting:area 51
9243	author:stephen crane
9244	sequelto:the fly (1958)
9245	animal:panda bear
9246	screenwriter:buck henry
9247	adapted from:radio play
9248	author:brian aldiss
9249	topic:crossword tournament competition
9251	centred on movie theatre
9252	author:arthur golden
9253	see: the hours
9254	character portrays jesus
9255	animal:chipmunk
9256	jesus freaks
9257	death by stoning
9262	remakeof:the time machine(1960)
9263	christian apologism
9265	straight plot almost unecessary
9266	author:george orwell (eric blair)
9268	sports competition:nascar
9269	author:hg wells
9270	setting:diner
9271	warning:misleading trailer
9272	writer:andrew lloyd webber
9273	music:rhythm & blues
9274	utopia
9275	no women
9276	lots of smoking
9277	character:philip marlowe
9278	topic:marquis de sade
9279	women in sport
9280	setting:small town america
9281	animal:shark
9282	see also:little miss sunshine
9284	death/fatality
9289	author:e b white
9290	art student as protagonist
9291	animal:antsgiant (scene)
9292	author:graham greene
9294	novelist as protagonist
9295	hostage crisis
9296	remadeas:the ring (2002)
9297	topic:aids
9298	adapted from:play
9300	author:arthur conan doyle
9301	mercenary as protagonist
9302	related:mr destiny (1990)
9303	screenwriter:julian fellowes
9305	sport:golf
9306	public relations
9307	sport:motocross (scene)
9308	topic:mccarthyism
9309	technique:voice over
9310	competition:dance
9311	telepathy
9312	sexuality:bdsm
9313	multiple camera/crowd shoot
9314	avuncular grandfatherfigure
9315	setting:chicago
9316	author:michael chricton
9317	sequelto:the ring (2002)
9319	villain:the scarecrow
9320	remadeas:freaky friday(2003)
9322	author:roald dahl
9323	topic:idi amin
9325	trading places
9326	disambiguation:10
9327	animal:pig
9328	style:monologue
9329	author:john grisham
9332	author:e m forster
9333	snl alum
9334	setting:nyc
9335	remakeof:solyaris (1972)
9336	bechdel test:pass (barely)
9338	author:frederick forsyth
9339	adapted from:play/opera
9340	animals die
9341	topic:cybernetics
9342	tale of three brothers
9343	the shoah
9344	sport:car racing (nascar)
9345	android(s)/cyborg(s)
9346	amateur detective
9347	reaganomics
9348	revenge as motive
9349	related:last action hero
9350	sport:bobsledding
9351	stand up comedy
9352	troma pictures
9353	sequelto:casino royale[2006]
9354	author:geoffrey douglas
9356	playwright:oscar wilde
9357	parody (lite)
9358	author:harper lee
9359	protagonist is medical doctor
9360	adapted from:book series
9361	xmas theme
9362	sports competition:motocross (scene)
9363	bildungsroman
9365	related:cyrano
9366	book:in cold blood
9369	subgenre:buddies
9370	the beatles
9371	warmonger
9372	author:neil gaiman
9373	sport:bike racing
9374	news media
9377	setting:planet mars
9378	memory/amnesia
9379	setting:train
9380	author:dennis cooper
9381	see also:the truman show
9382	setting:india
9383	animal:raven
9384	protagonist is paralegal (incidental)
9385	author:martin cruz smith
9386	remade by same director
9388	topic:brainwashing children
9389	sport:horse racing
9390	music by vangelis
9391	underaged sexchild porn
9393	topic:club dj
9395	us college students
9396	cgi animal
9397	setting:high school
9399	screenwriter:william goldman
9400	fighter jet planes
9401	notable:golf course (scene)
9402	notable:doorman/bouncer (scene)
9403	musical band:talking heads
9404	score: bernard hermann
9406	topic:managed health care
9407	remakeof:get carter(1971)
9408	shakespearean
9411	author:ernest hemingway
9412	author:ayn rand
9414	related:the graduate
9415	incest (scene)
9416	firefighting
9417	remakeof:the manchurian candidate(1962)
9419	barnyard animals
9421	related:bonnie and clyde
9422	author:ken kesey
9425	super rich
9427	animal:various
9428	no title sequence
9430	author:hemingway
9431	double feature
9432	actors and acting
9433	sport:track running
9434	remakeof:here comes mr jordan
9436	oscar:best picture
9438	author:rudyard kipling
9439	club dj (scene)
9440	pastiche
9441	author:oscar wilde
9442	quote:lets make an agreement
9443	multiple roles
9444	competition:pool billiards
9445	apprenticeship/training of an adult
9446	food/cooking
9447	topic:nixon presidency (usa)
9448	setting:vienna
9449	plot:making adult/pornographic films
9450	disney studios
9451	video surveillance
9452	remakeof:hairspray(1988)
9453	author:william s burroughs
9455	topic:mpaa
9456	protagonist is party girl
9457	psychopath as hero
9458	author:dr seuss
9459	subgenre:screwball
9460	women disguised as men
9461	autobiographical view
9462	see also:strictly ballroom
9465	monologue
9466	author:william goldman
9468	author:len wein
9469	topic:sex work
9470	remadeas:get carter(2000)
9471	starring:hepburn and tracy
9472	soap operas
9473	nick park
9474	british gangsters
9475	subgenre:makingof (movie)
9476	remakeof:psycho (1960)
9478	sport:soccer football
9479	remadeas:sabrina(1995)
9480	animal:bird
9481	author:herman melville
9482	bechdel test:fail
9483	deeply disturbing
9484	notable:foot massage
9485	hypertextual
9487	childhood recaptured
9488	setting:theatre
9489	sport:hockey
9490	author:jm barrie
9491	assassin shooting in auditorium
9492	witness protection programme
9494	author:anne price
9495	remadeas:payback(1999)
9496	setting:hollywood
9498	author:dh lawrence
9499	remakeof:freaky friday (1977)
9501	author:john updike
9502	character:hercule poirot
9504	setting:miami
9505	filmed at:playboy mansion (scene)
9506	author:charlotte bronte
9507	genre:western noir
9508	three colours trilogy
9509	adapted from/inspired by:short film
9511	playwright:tennessee williams
9512	villain:the joker
9514	setting:space/earth orbit
9515	author:umberto eco
9516	private detective
9517	referred to in rhps
9518	author:susan minot
9519	musical band:the beatles
9520	xenophobic
9522	topic:police corruption
9523	sappy ending
9524	radiocontrolled sharks
9526	author:kurt vonnegut
9527	starring:day and hudson
9528	setting:royal albert hall
9529	author:edgar allan poe
9530	setting:san francisco
9532	genre:movie as whodunit
9533	related:high noon
9534	notable:pollywog
9535	americans are jerks
9536	remakeof:the longest yard (2005)
9538	nuns
9539	author:ray bradbury
9540	author:chaim potok
9541	cowriter:michael crichton
9542	topic:andy kaufman
9543	subgenre:cat burglar
9544	animal:orangutang
9545	disambiguation:ever after
9546	academy award:best song
9547	batman (series)
9548	topic:us culture
9549	widespread cellphonebased surveillance
9550	topic:oscar wilde
9551	sport:10 pin bowling
9552	author:john steinbeck
9554	sport:pool
9555	setting:portabello rd/notting hill (scene)
9557	animal:penguins
9558	animal:porpoise
9559	animal:monkey (scene)
9560	amblin
9561	adapted from:toy
9562	information retrieval
9563	topic:modernism
9564	author:arthur c clarke
9565	author:alexandre dumas
9566	character:jack ryan
9567	plot point:television
9568	competition:beauty pageant
9569	author:john le carre
9570	mourning
9571	animal:rat (scene)
9573	jesusfreak crap
9574	oscar:editing
9576	apprenticeship
9578	devils bargain
9579	subgenre:sword and sandal
9580	prequelto:quantum of solace[2008]
9581	spiritual journey
9582	mass murder/terrorism
9583	topic:us political corruption
9584	gender disguise
9586	astaire and rogers
9587	topic:crossword construction
9588	related:forrest gump
9590	oscar:documentary
9591	author:nabokov
9592	animal:water buffallo
9593	extraordinary
9594	octopus gets bad rap
9598	setting:ibiza (spain)
9600	plot point:videotape
9602	animal:great ape
9603	weapons industry
9604	fate vs free will
9605	topic:ghandi
9606	sport:dancing
9607	see also:rumour has it
9608	remadeas:the time machine(2002)
9609	past lives
9610	satire:hollywood insiders
9611	paired with:pans labyrinth
9612	subgenre:screwball farce
9613	remakeof:rio bravo(1958)
9614	dance club
9615	character:dirty harry
9616	related:technique:forrest gump
9617	cameo:natalie portman
9618	setting:uganda
9619	unbelievable accents
9620	remakeof:holdup (1985)
9621	herds of cgi animals
9623	sports competition
9624	insomnia
9625	remakeof:point blank(1967)
9626	cary grant&katherine hepburn
9627	topic:pearl fryar
9628	actor as protagonist
9629	author:john irving
9630	predjudice:xenophobia
9631	brutal violence
9632	remadeas:never say never (1983)
9633	father/daughter tension
9636	related:the matrix (1999)
9637	us presidential election/politics
9638	adopted from:book
9639	dvd:no subtitles or cc
9640	men in drag (scene)
9643	adapted from:videogame
9644	major reshooting
9649	related:book:mrs dalloway
9650	no theatrical release
9651	prejudice:transphobic
9653	librarians
9655	setting:tuscon
9656	subgenre:slapstick
9657	theme:lying
9658	character suffering depression
9661	topic:union activism
9663	notable:ice hockey (scene)
9664	inspector clouseau (series)
9665	codependancy
9668	animal:horse
9669	episodic
9670	subgenre:haunted house
9671	playwright:gilbert & sullivan
9674	deeply sarcastic
9675	author:a s byatt
9676	related:star wars
9677	author:robert heinlein
9678	sequelto:28 days later
9679	upstairsdownstairs
9680	protagonist is legal assistant
9681	subgenre:cop buddies
9682	not about ice hockey
9684	character:bob and doug mackenzie
9685	female stripper (scene)
9686	topic:muhammed ali
9687	assassinintraining
9688	jesus as satan
9689	protagonist is engineer
9690	muscial band
9691	sport:wheelchair rugby
9692	notable:fashion designer (scene)
9693	animal:spider
9694	invisibility
9695	setting:monroeville pa usa
9696	author:hunter s thompson
9697	remakeof:ringu (1998)
9698	related:bringing up baby (1938)
9701	related:whisky galore
9702	protagonist is insane
9704	breakfast club
9705	cameo:john watters
9706	remakeof:eat drink man woman
9707	author:homer
9709	author:philip k dick
9710	setting:montreal
9711	prequel to:hannibal
9712	many interviews
9713	topic:venezula
9716	nonverbal
9717	physician as protagonist
9718	burlesque (scene)
9720	political metaphor
9721	animal:gopher
9722	enormously long battle scene
9723	topic:censorship
9724	satire:major recutting
9725	independent woman
9726	protagonist sells cars
9727	author:jurek becke
9728	lip reading
9729	cameo:whoopi goldberg
9731	music:abba
9732	author:george bernard shaw
9733	dark comedy (sortof)
9735	author:gabriel garcía márquez
9736	remake of insomnia (1997)
9737	american patriotism/prejudice
9738	adapted from bway
9740	major recutting
9741	disambiguation:bangkok dangerous (2000/2008)
9743	setting:the pentagon
9745	remakeof:la femme nikita(1990)
9746	orphaned cartoon character
9747	children vs parents
9748	satanically evil
9750	psychic character
9752	related:the great escape
9753	sport:lawn tennis
9754	sport:professional wrestling
9755	insanity during war
9756	murder/fatality
9757	music:bluegrass
9758	setting:colombia
9759	dreamworks animation
9760	plot point:sudden scientific insight
9762	teacher as protagonist
9763	nuns (brief scene)
9765	sport:dodgeball
9766	sport:surfing
9767	protagonist is egoist
9769	topic:death penalty
9771	critique of journalism
9772	topic:charlie chaplin
9773	interrelated sketches
9774	sports cars
9775	related:secret friend
9777	wine tasting
9778	music:metal
9779	competitive sport
9780	setting:boston
9781	awesome soundtrack
9783	author:margaret laurence
9785	muscial:rock and roll (1960s)
9786	audacious action
9787	setting:golf course
9788	related:charlie chan
9789	cameo:bill murray
9790	author:michael crichton
9791	topic:aids/hiv
9792	sport:basketball
9794	group sex
9795	plot point:time is short
9796	villain:jaws
9797	author:victor hugo
9798	road chase
9800	death of a child
9801	hereditary patriarchy
9802	setting:golf course (scene)
9804	cinematic watershed
9805	related:rio bravo(1958)
9806	animal:whale
9808	religion:buddism
9809	biographical view
9810	beautiful effects
9811	topic:hunter s thompson
9812	remadeas:tortilla soup
9814	hypertextual (mildly)
9815	competition:cheerleading
9816	007 (series)
9819	author:vladimir nabokov
9820	character:mike hammer
9821	oscar:directing
9824	protagonist is recently widowed
9825	deformity/disability
9826	shakespearean references
9827	see also:psycho (1998)
9828	male gaze
9829	writer:julian fellowes
9830	author:lewis carroll
9831	gruesome (torture scenes)
9832	remakeof:truly madly deeply
9833	setting:space/space ship
9834	author:h g wells
9836	lousy narration script
9837	computer hacker
9838	remadeas:hairspray(2007)
9841	starring:jack lemmon&walter matthau
9842	parody:busby berkley (scene)
9844	compulsive liar
9846	cyberblackmail/intimidation
9847	plot point:biomedical danger
9848	game:(quick) crosswords
9849	child rape
9850	author:henry james
9851	gun in airport
9852	setting:pittsburgh
9853	topic:lenny bruce
9854	llama face
9856	danny elfman score
9857	eskimo
9858	nora ephron
9859	brad bird
9861	top
9862	bava
9863	franco
9864	rollin
9867	tony jaa
9869	matt stone
9870	afi100
9871	utter shit
9872	sexy gayness
9873	seen multiple times
9874	canadian haha
9875	cool shit
9876	rosie in leather
9877	rad
9878	daivd the douchebag ducovnie
9879	secrets
9880	movies to watch
9882	not the best rocky
9883	:)
9884	love triangles
9885	chainsaw
9886	angelica huston
9887	steve buschemi
9889	cottage
9890	action classic
9891	plane
9892	nasty
9894	elegant love
9896	dennis rodman
9897	lame war scenes
9898	pen to the neck
9899	long movie
9902	frightning beautifully filmed
9903	conclusion of trilogy
9904	juliette binoche
9905	animal rights
9906	ashley macisaac
9908	nova scotia
9910	canadian humor
9911	hidden gem
9912	carey grant
9913	oh dear
9914	ole
9915	everybody do the dinosaur
9916	kill me
9917	rebels and outsiders
9919	creepy singing
9921	seann william scott
9922	horrible acting
9926	svens to see list
9927	svens favorite films
9928	englishlanguage millenial comedies
9934	human condition
9935	hip hop montage
9936	snorricam
9937	aging
9938	not very funny
9939	sweet thriller
9940	hipster
9941	vincent price
9944	they made it fun
9945	pesci is great
9946	everything is good
9949	cgi b/w
9950	zajebiste :)
9951	zabawna przygoda
9953	marco brambilla
10131	troisi
10132	joy division
10133	very hard movie
10134	adolescence
10138	very good music
10140	very chic
10141	love this movie
10142	vertriloquism
10143	housekeeper
10145	figure skating
10146	subway
10147	backwards memory
10149	video
10151	emma
10152	union
10153	macbeth
10154	large cast
10155	conan
10156	magneto
10157	no dvd at netflix
10158	mccarthy hearings
10159	peace corp
10160	lawyers
10162	independent
10164	butler
10165	ferris wheel
10166	morrow
10167	george bernard shaw
10169	multiple personalities
10170	dodie smith
10171	weddings
10173	deaf
10174	priest
10175	big brothers
10176	mrs dewinter
10177	biking
10178	coulda been a contender
10179	mirrors
10180	excon
10181	siam
10182	anne boleyn
10183	matchmaker
10184	personals ads
10186	othello
10188	day and hudson
10189	shangrila
10190	the force
10191	younger men
10192	von bulow
10193	pee wee herman
10194	men in drag
10196	enterprise
10197	dumas
10198	clock
10199	charles dickens
10200	se hinton
10201	hearst
10202	doctors
10204	crucifixion
10205	they might be giants
10206	cattle drive
10207	diabetes
10208	general motors
10209	busniess
10210	american indians
10211	space station
10212	salute to douglas sirk
10213	prodigies
10214	as byatt
10215	rogue
10216	capote
10217	hemingway
10218	singletons
10219	lloyd dobbler
10220	tobacco
10221	watergate
10222	james fennimore cooper
10224	hula hoop
10225	lonesome polecat
10226	the entertainer
10227	mice
10228	dr seuss
10229	stephen crane
10230	van gogh
10231	dance marathon
10232	klingons
10233	flood
10234	nuclear disaster
10235	empire state building
10236	governess
10237	norman bates
10238	scott turow
10240	stage
10241	ichabod crane
10242	henry james
10244	doll
10245	truckers
10246	katzanzakis
10247	big top
10248	motherhood
10249	mermaid
10250	stones of summer
10251	hal
10252	grace
10253	charlotte bronte
10254	email
10255	toga
10256	teachers
10257	televangelist
10258	shakespeare sort of
10259	capone
10260	savannah
10261	einstein
10262	ninotchka remake
10263	brooch
10264	rasicm
10265	in your eyes
10266	beat poetry
10267	moses
10268	rolling stone
10269	huey long
10270	inigo montoya
10271	edith wharton
10272	gold
10273	maydecember romance
10274	jean grey
10275	carnival
10276	royalty
10277	doc ock
10278	coma
10279	amtrak
10282	transplants
10283	hammett
10287	pearl s buck
10289	jekyll and hyde
10290	veterinarian
10291	strangers on a train
10292	nostalgia
10293	ballroom dance
10294	lou gehrig
10296	captain kirk
10298	rabbi
10299	atomic bomb
10301	good and evil
10302	pageant
10304	teacher
10305	reunion
10308	zither
10309	clousseau
10310	rita hayworth can dance
10311	mount rushmore
10312	fatherhood
10313	blind
10315	indonesia
10316	falling
10318	jason
10319	wolverine
10320	widows/widowers
10321	infertility
10322	pow
10323	borg
10324	claims to be true
10325	aquarium
10326	short films
10327	dinosaur
10328	convent
10329	nabokov
10330	andrew lloyd weber
10331	cold
10333	prom
10334	missing children
10335	saint
10336	dust bowl
10337	leopard
10338	sixfingered man
10339	bus
10340	live action/animation
10341	sisterhood
10343	arthur miller
10344	nightclub
10345	camels
10346	statue
10347	loretta lynn
10348	saints
10349	babies
10350	movies
10352	e m forster
10353	tolstoy
10354	hippies
10355	weather forecaster
10356	music business
10357	queen victoria
10358	ships
10359	families
10360	hawkeye
10361	movie business
10362	spielberg suck
10365	haunting endings
10368	gerry butler
10370	groundbreaking
10371	favorite scenes
10374	last words connection
10375	audrey
10376	avi
10377	haunting ending
10379	military academy
10380	psychopath
10382	lebbat
10384	piper perbo
10385	hfghfg
10386	talking dog
10390	confrontational
10391	inspiration
10392	read the book
10393	wizards and magicians
10394	zorro
10395	roman empire
10396	moral ambiguity
10397	future dystopia
10398	point
10401	cultural customs and traditions
10402	cinematography: conrad hall
10403	jake gyllenhal
10405	delicious
10407	revisionist western
10408	lust
10409	joseph cotton
10410	sensual
10412	amazing c
10414	curling
10416	jackie chan chris tucker
10417	actio
10418	soft
10419	bad but good
10420	tumeys to see again
10421	remake of classic
10422	tumeys vhs
10424	id see it again
10427	jbs dvds
10428	for the kids
10429	poor sequel
10430	tasteless
10431	uplifting
10432	carpe diem
10433	northern england
10435	class conflict
10436	hindu
10437	aristrocacy
10438	multicultural
10439	sister sister relationship
10440	pornography
10441	dlinquent
10442	nietzche
10443	vow of silence
10444	happiness
10445	closeted homosexual
10446	love affair
10447	title spoken by character
10448	dysfunctional
10449	heroine
10450	neo noir
10451	child as adult
10452	ku klux klan
10453	good deed
10454	1790s
10455	teacher student relationship
10456	friendship between boys
10457	mother daughter relationship
10458	miners strike
10460	rehabilitation
10461	innoncence
10462	based on a novel
10463	destiny
10468	cons
10469	life reflection
10471	george burns
10472	family affair
10473	curious
10475	mist
10476	best devil ever
10477	secret_service
10478	old school
10479	dork people
10480	fat hero
10481	salamanca
10482	irishmen
10483	stupid comedy
10484	bella lugosi
10485	fanatism
10486	magnicide
10487	old people
10488	little town
10489	choir
10490	oaxaca
10491	old classic
10492	vanxo
10493	jeanpierre melville
10494	seen
10495	gibson
10496	benigni
10497	strong story
10498	negative humor
10500	tarkovsky
10502	election type ripoff
10505	exellent movie
10506	ryan reynolds
10507	jan sardi
10508	jeremy leven
10509	jonathan nolan
10510	jim uhls
10511	andrew niccol
10512	shane carruth
10513	david s goyer
10514	steve faber
10515	bob fisher
10516	alan ball
10517	malena
10518	panda
10520	women in publishing
10521	remembrance
10522	mothers and daughters
10523	bette davis
10524	hayden
10525	good jim carrey
10527	creepy kids
10528	crapflix
10529	good british comedy
10530	scary zombie
10531	great mario movie fun
10533	he didnt know enough
10535	ok type historical comedy
10536	vietnam war based movie
10537	horrific violence
10539	feh
10541	jeff daniels
10544	excelente
10545	message picture
10548	proyas
10549	haneke
10550	paul auster
10551	90210 on acid
10552	pelicula china
10553	pelicula anime
10554	overated
10555	yakuza papers i
10559	rent
10561	bernstein
10563	tits and power tools
10565	well made stupid schlock
10567	suspensse
10568	good fun
10569	long but fun
10570	first half very funny
10571	good performance from norton
10573	almost scary
10574	slick adventure
10578	good biopic
10580	deniro is outstanding
10582	so dumb its funny
10583	breakup
10584	bewitched
10587	catherine zeta jones
10588	grood
10589	so damn good
10590	coolish
10591	hate this shit
10592	hell ya
10594	instant classic
10597	w/e
10599	good as hell
10600	hella cool
10603	dave chapelle
10605	nopt bad
10606	ya boy
10607	decent thiller
10609	this movie sucked
10611	boooo
10612	not that bad
10616	zero 7
10617	doesnt make sense
10618	great potential
10619	not too silly
10620	a good comedy
10623	awful and anoying singing
10624	moving classical music
10627	just right
10629	not very moving though
10630	slow start
10631	stopped watching
10632	individual
10633	paedophilia
10634	feel good film
10635	dont remember
10637	nuclear disaster films
10638	bachelorhood
10640	fell asleep
10641	life changing
10642	jail movie
10643	noivo neurótico
10644	noiva nervosa
10645	complex characters
10647	flat
10648	refuse to see
10649	jewish identity
10650	joe strummer
10651	young fresh fellows
10652	pointed sticks cameo
10653	the clash
10654	filmed in bc
10655	wilco
10656	the plimsouls
10657	the ramones
10658	robyn hitchcock
10673	chefs
10675	good german movie
10676	minnsota
10677	couldnt finish it
10678	agonizing
10679	janeane garofalo
10681	true
10682	gross but brilliant
10683	selfmocking
10684	terence stamp
10687	amazing fx
10688	sloooooow
10689	otomo
10690	disappointing successor
10691	reimagining
10692	fight scene
10693	oshii
10694	tragic hero
10695	unreliable narrators
10696	takahata
10697	super35
10698	anachronistic
10699	retread of the original
10700	handheld cameras
10701	16mm
10702	age issues
10703	stephano
10704	openmatte transfer
10705	profane
10706	memorable sequence
10707	influential
10708	slow motion
10711	good score
10712	overambitious
10714	self mutilation
10715	spectacle
10716	great editing
10717	unresolved
10718	ghibli
10719	drug war
10720	troubled production
10721	video debut
10722	alternate history
10724	misogyny
10725	scope
10726	snl
10727	broad satire
10728	2d/3d hybrid animation
10729	odessa steps
10730	loosely adapted
10731	unusual editing
10733	ruined by nerds
10734	vista vision
10735	body horror
10736	child protagonist
10737	tezuka
10738	musicians
10739	movie for the kids
10740	jjoel hodgson
10741	robots and androids
10742	michael j nelson
10743	samuel jackson
10744	uma therman
10746	travolta
10747	anjelina
10748	great fun
10749	positive
10750	desert island flicks
10751	magical negro
10757	roger rabbit
10758	renny harlin
10760	alicia silverstone
10762	ryan philippe
10763	peter weir
10764	best comedy
10765	paul verhoeven
10766	deja vu
10767	hinduism
10768	partition
10770	pakistan
10772	sex drugs and rnr
10774	race against time
10775	temple
10776	truth behind iraq war
10777	myan
10779	ron perlman
10780	cool dialogues
10782	sivwalkedout
10790	40 year old virgin
10800	sadly
10802	cara mia
10804	too
10812	right next to zoolander
10820	hollywood story
10821	puzzle
10822	potential oscar nom 2008
10823	romans
10824	austere
10825	for katie
10827	fairy tale romance
10828	original plot
10829	classic book
10830	fall from power
10831	swashbuckling
10832	slow pacing
10833	novel
10834	slow but very interesting
10835	personality disorder
10836	score:george fenton
10837	celebrity
10838	air force academy dreams
10839	banquet
10840	ice cream
10841	sunglasses
10842	husbandwife relationship
10843	roommate from hell
10844	monsoon
10845	small business
10846	ancient greeks
10847	mothers and sons
10848	consumerism
10851	best of the originals
10852	setting:new jersey
10853	cyprus
10855	pg:violence
10856	karaoke
10857	pg13:strong language
10858	luck
10859	ghetto
10860	massacre
10861	oscar nominee: art direction
10862	horse
10863	cinematic tribute
10864	foxes
10865	2000s
10866	repression
10867	obscure sports
10868	movie about a movie
10869	wanderlust
10871	oscar nominee: best picture
10872	currency conversion
10873	reporter
10874	r:graphic nudity
10875	bad poetry
10876	epidemic
10877	noise in space
10878	face mask
10879	summer vacation
10880	r:strong sexuality
10881	movie theatre
10882	death wish
10883	1910s
10884	athlete
10885	rolling stones
10886	cinematographerdirector
10887	not thrilling at all
10888	sex scandal
10889	book club
10890	nice (france)
10891	filmaffinity top pick
10892	brother sister relationship
10893	proust
10894	softball
10895	twentieth centuryfox
10896	espy award
10897	piercings
10898	sicily
10899	purposefulness
10900	salespeople
10901	pariah entertainment
10902	theatre
10903	nude show
10904	setting:houston
10905	new years eve
10906	grim
10907	downbeat
10908	sequel:worse
10909	theme:class differences
10910	queen elizabeth
10911	prank
10912	gay bashing
10913	amazon
10914	oscar:supporting actor
10915	9th century
10916	preppie
10917	oscar nominee: screenwriting
10919	rodeo
10920	social drama
10921	zucker brothers
10922	falsely accused
10923	cringe
10924	wolves
10925	misfits and outsiders
10927	theme:poverty
10928	busby berkeley
10929	john mcclane
10930	drug addiction
10931	industrialist
10932	smalltown life
10933	mute
10934	bbc produced
10935	biloxi
10936	agriculture
10938	jodhpur
10939	forest
10940	pg13:some sexual references
10941	mistaken identities
10942	jailbreak
10945	setting:morocco
10946	illinois
10948	r:drug use
10949	lewis carroll
10950	heart attack
10951	theme:brotherhood
10952	great war scene
10953	pipeline
10954	author:karen joy fowler
10955	savior
10956	brothel
10958	selective mutism
10959	melbourne
10960	gordon willis
10961	hairdresser
10962	celebrities
10963	software developers
10964	male bonding
10965	exercise bike
10966	faltering friendships
10968	military combat
10969	illegal immigration
10970	theme:politics
10971	apatow productions
10972	pg13:adventure violence
10973	wikilens top pick
10974	disillusionment
10975	air force
10976	mall
10977	childbirth
10978	mask
10979	defection
10980	boundaries
10981	etiquette
10982	produced by star
10983	animal:antsgiant
10984	overkill
10985	author:patricia highsmith
10986	wong feihong
10987	author:hanif kureishi
10988	mass transport
10989	storytelling
10990	oscar nominee: original screenplay
10992	mimes
10993	jazz club
